team_name,firm_name,lead_name,email,members,address
Morris Tax & Wlth Grp,Woodbury Financial Services,"Liu, Tony",tony.liu@woodburyfs.com,Tony Liu|Amanda Baker,"5164 Highland Dr, Philadelphia, PA 19101"
Roberts Inv Grp,Merrill Lynch Pierce Fenner & Smith,Emily Roberts,,Emily Roberts|Ken Smith,
Young Asset Mgmt Grp,Hilliard Lyons,Sarah Taylor,taylors@hl.com,,"8295 Spring Ln, Philadelphia, PA 19101"
Rivera Tax & Wlth Grp,Cetera Financial Group,,,Jeff Rivera|Patricia Gomez|Bob Young|Chris Moore|Ed Nelson,"8327 Elm St, Minneapolis, MN 55401"
Garcia Family Wlth Grp,Merrill Lynch Pierce Fenner & Smith,,ejones@ml.com,Ed Jones|Barbara Campbell|Jason Phillips|David Jackson,"3894 Park Blvd, Portland, OR 97201"
Kim Fin Ptnrs,Kingsbridge Capital Advisors,Dorothy Hill,,Dorothy Hill|Sandra Williams|Tim Morgan|Don Jackson|Amanda Phillips|Jennifer Lee,"5693 Elm Pl, San Francisco, CA 94101"
Roberts Institutional Grp,Merrill Lynch Pierce Fenner & Smith,Dan Stewart,dan.stewart@ml.com,,
Kim & Green Grp,Oppenheimer & Co.,"Kim, Chris",,,
Nelson Inv Ptnrs,Harborview Private Wealth,Jim Johnson,,,
Adams Private Wlth,Ridgeway Wealth Management,"Nelson, Matt",matt.nelson@ridgewaywm.com,,"8496 Spring Pl, Boston, MA 02101"
Patel Adv Grp,UBS Financial Services,,,,
Parker Private Wlth Grp,DA Davidson & Co.,,,Dorothy Parker|Rick Garcia,
Hill Cap Grp,Cetera Financial Group,Mark Wang,,,
Williams Family Wlth Grp,Oppenheimer & Co.,Emily Williams,,,"6330 Willow Ln, New York, NY 10022"
Thompson Inv Ptnrs,Ridgeway Wealth Management,Tony Torres,,,
Huang Family Office,Harborview Private Wealth,,mflores@harborviewpw.com,,
Taylor Adv,Northgate Investment Partners,,,,"5822 Commerce Way, Indianapolis, IN 46201"
Nguyen Ptnrs,Harborview Private Wealth,Jeff Patel,,,"9289 Park Ave, Minneapolis, MN 55401"
& Garcia Ptnrs,Raymond James Financial Services,,,Dorothy Kim|Margaret Martin|Susan Reyes|Jim Adams|Tom Turner|Ashley Turner|Rachel Miller,"8282 Spring Ave, Boston, MA 02101"
Stewart Adv Grp,UBS Financial Services,,tim.edwards@ubs.com,,"6984 Highland Blvd, Atlanta, GA 30301"
Torres Retirement Solutions Grp,National Planning Holdings,,,,"6060 River Rd, New York, NY 10001"
Flores Family Office,Kingsbridge Capital Advisors,,,Rachel Miller|Joe Kim|Dan Nelson|Sandra Torres|Rick Johnson,
Phillips & Martin Ptnrs,LPL Financial,,,,"8992 Lincoln Rd, Indianapolis, IN 46201"
Hall Family Wlth Grp,Cetera Financial Group,Joe Phillips,,,
Jackson Adv,Meridian Private Wealth,,edwardsc@meridianpw.com,Chris Edwards|Dorothy Flores|Brian Collins|Jeff Hill,"7548 Lincoln Ave, Nashville, TN 37201"
Patel Adv Grp,Morgan Stanley Wealth Management,,,Jacob Patel|Ed Harris|George Collins|Ryan Phillips,"8415 Hill Rd, Dallas, TX 75201"
Retirement Solutions Grp,Raymond James Financial Services,"Thomas, Tom",,,"8602 Spring Pl, Miami, FL 33101"
Green & Wright Adv,Parkside Wealth Strategies,Emily Green,,,"6496 Washington Ln, Kansas City, MO 64101"
Private Client Grp,National Planning Holdings,Ron Turner,,,"4363 Highland Blvd, Miami, FL 33101"
Morgan Portfolio Grp,Morgan Stanley Wealth Management,David Harris,,,"2607 Highland Ave, New York, NY 10001"
Turner Institutional Grp,Raymond James Financial Services,,adamsc@raymondjames.com,Chris Adams|Don Reyes|Nancy Morgan,"5967 Lake Dr, Phoenix, AZ 85001"
Turner Adv Grp,Merrill Lynch Pierce Fenner & Smith,Charles Turner,,,"9592 Cedar Ave, Boston, MA 02101"
Wang Adv,Meridian Private Wealth,,,Andy Liu|Kev Jones|Tony Cruz|Margaret Nguyen,"6502 Commerce St, Chicago, IL 60601"
Khan & Martin Adv,Parkside Wealth Strategies,Ashley Khan,,,
Martin Tax & Wlth Grp,Cambridge Investment Research,Tom Torres,,,"2092 Main Court, Philadelphia, PA 19101"
Tax & Wlth Grp,Stifel Nicolaus & Company,"Reyes, David",,,"2173 Hill Way, San Diego, CA 92101"
Young Fin Grp,Securities America,,youngb@secam.com,Brian Young|Dan Thomas|Ed Zhang|Tim Thompson|Ron Roberts|Andy Phillips,
Private Client Grp,DA Davidson & Co.,John Anderson,,John Anderson|Sandra Liu|Megan Stewart|Matt Anderson,"9726 Washington Dr, Dallas, TX 75201"
Miller Cap Grp,Oppenheimer & Co.,,,,"6375 Park Pkwy, Indianapolis, IN 46201"
Campbell Private Wlth,Highfield Asset Management,,campbellb@highfieldam.com,,
King Wlth Ptnrs,Raymond James Financial Services,Jacob King,,,
Asset Mgmt Grp,Edward Jones,Rick Carter,,Rick Carter|Matt Thomas|Mike Khan|Linda Hall,"1325 Madison Ln, Washington, DC 20001"
Private Wlth Grp,UBS Financial Services,,,Jason Williams|John Young|John Diaz|Charles Taylor,"2133 Washington Pkwy, San Francisco, CA 94101"
Young Cap,Parkside Wealth Strategies,,,,"6699 Highland Court, New York, NY 10022"
Morgan Cap Grp,Merrill Lynch Pierce Fenner & Smith,,,Dan Turner|Linda Zhang|Brian Wang|Joe Chen|Karen Evans,"8190 Oak Ln, Las Vegas, NV 89101"
White Wlth Mgmt Grp,Wells Fargo Advisors,"Baker, Kev",,,
Liu & Associates,UBS Financial Services,,,,"805 Oak Rd, Chicago, IL 60601"
Gomez Cap Ptnrs,Parkside Wealth Strategies,Nancy Kim,,Nancy Kim|Kev Adams|George Davis|Susan Campbell|Don Roberts,
Hall Wlth Ptnrs,Commonwealth Financial Network,David Hall,dhall@commonwealth.com,David Hall|Tim Garcia|Jessica Yang,"5374 Commerce Dr, Raleigh, NC 27601"
Zhang Adv,Kingsbridge Capital Advisors,Tom Harris,,Tom Harris|Linda Miller|Jennifer Jackson|Rachel Morris|Susan Rivera|Tom Wang,"1378 Commerce St, Los Angeles, CA 90001"
Morris Inv Ptnrs,Meridian Private Wealth,"Carter, Bob",,,"7538 Elm Court, Memphis, TN 38101"
Rivera Adv Grp,Ameriprise Financial Services,,,,
Anderson & Associates,Morgan Stanley Wealth Management,"Anderson, Dorothy",,,"568 Market Way, Seattle, WA 98101"
Jackson Inv Grp,Hilliard Lyons,"Flores, Margaret",,Margaret Flores|Paul Torres|Rick Brown|Brian Nguyen|Jason Kim,
Young Adv Grp,Cetera Financial Group,,,,
Roberts Inv Ptnrs,Highfield Asset Management,,,,"4011 Highland Ave, Los Angeles, CA 90001"
Taylor Private Client Grp,Commonwealth Financial Network,"Parker, Tony",,Tony Parker|Rick Anderson|Ryan Roberts|Linda Campbell,
Evans Fin Grp,Cambridge Investment Research,"Allen, Sarah",sarah.allen@cambridgeinv.com,Sarah Allen,"5102 Lake Blvd, Boston, MA 02101"
Wlth Mgmt Grp,Oppenheimer & Co.,Ken Gomez,,,"7875 Spring St, Indianapolis, IN 46201"
Gomez Wlth Mgmt Grp,Hilliard Lyons,Patricia Gomez,,Patricia Gomez|Emily Cruz|Lisa Diaz|Emily Khan|David Martin|Tim Gomez|Lisa Wilson,
Campbell Wlth Adv,Janney Montgomery Scott,Tom Green,,,
Allen Family Wlth Grp,Morgan Stanley Wealth Management,Lisa Zhang,,Lisa Zhang|Jason Turner|John Moore|Tony Torres|George Thomas,
Asset Mgmt Grp,Cetera Financial Group,"Parker, Mark",,Mark Parker|Sandra Torres|Tony Stewart|David Thomas|Nancy Turner|Rick Thompson|Kev Cruz,"5952 Main Dr, Seattle, WA 98101"
Liu Wlth Adv,Securities America,Dorothy Garcia,,,"2966 Willow Pl, San Diego, CA 92101"
Davis Family Office,Clearwater Capital Group,"Carter, Lisa",lcarter@clearwatercap.com,,
Nelson Asset Mgmt,Ridgeway Wealth Management,,cnelson@ridgewaywm.com,Charles Nelson|Ken Hall|Andy Jones,"2561 River Pkwy, Denver, CO 80201"
Smith Cap Ptnrs,Summit Peak Advisors,Jason Campbell,,,"770 River Pkwy, Philadelphia, PA 19101"
Scott Tax & Wlth Grp,Robert W. Baird & Co.,,,,"4741 Market Court, Minneapolis, MN 55401"
Thomas Asset Mgmt Grp,Raymond James Financial Services,Bob Hall,bob.hall@raymondjames.com,Bob Hall|Lisa Harris|Nancy Green,
Wang Wlth Ptnrs,Wells Fargo Advisors,,,Steve Wang|Rachel Wilson,"9881 Washington Pkwy, Dallas, TX 75201"
Carter Adv Grp,Raymond James Financial Services,"Adams, Jason",,,"5032 Maple Rd, Dallas, TX 75201"
Collins Private Wlth,Parkside Wealth Strategies,,,,
Wang Wlth Ptnrs,Raymond James Financial Services,"King, Mark",mking@raymondjames.com,,
Private Client Grp,Morgan Stanley Wealth Management,,,John Kim|Rick Wright|Andy Roberts|Patricia Edwards|Jason Jackson,"8587 Oak Ave, San Francisco, CA 94101"
Cruz Asset Mgmt,Crestwood Family Office,"Roberts, Matt",,Matt Roberts|Linda Wilson|Mark Yang|Ed Turner|Charles Allen|Jason Kim|Steve Anderson,"968 Park Court, Atlanta, GA 30301"
Private Client Grp,Morgan Stanley Wealth Management,,linda.evans@morganstanley.com,,
Miller Private Client Grp,Stifel Nicolaus & Company,Tony Miller,,,
Parker Adv,Clearwater Capital Group,,,,"2897 Highland Dr, Denver, CO 80201"
Hill Family Office,Ridgeway Wealth Management,Helen Thomas,,Helen Thomas|George Allen,"1858 Madison Ln, San Francisco, CA 94101"
Diaz Institutional Grp,Janney Montgomery Scott,"Lee, Bill",,Bill Lee|Lisa Rivera|Lisa Yang|Tim Campbell|Tom Liu,"7382 Willow Blvd, New York, NY 10022"
Jones Inv Grp,DA Davidson & Co.,Jennifer Garcia,jennifer.garcia@dadavidson.com,Jennifer Garcia|Paul Patel|Ron Rivera,
Tax & Wlth Grp,Janney Montgomery Scott,"Moore, Mike",,Mike Moore|Tim Kim|Barbara Morgan|George Campbell|Steve Wilson|Ron King|Nancy Green,"8025 Commerce Pkwy, Charlotte, NC 28201"
Scott Portfolio Grp,National Planning Holdings,,,Dan Smith|Mark Miller,
Baker Cap Grp,Commonwealth Financial Network,,,,
Brown Portfolio Grp,Cetera Financial Group,Jeff Nguyen,,,"4203 Oak Ave, Chicago, IL 60601"
Adams Asset Mgmt Grp,Wells Fargo Advisors,,patricia.baker@wellsfargoadv.com,,"2282 Highland Dr, Memphis, TN 38101"
Khan Fin Ptnrs,Clearwater Capital Group,Sandra Adams,,Sandra Adams|Jacob Flores|Helen Khan|Dorothy Hill,
Huang & Associates,National Planning Holdings,,,,
Evans & Williams Ptnrs,Hilliard Lyons,,levans@hl.com,,
Mitchell Cap Grp,UBS Financial Services,"Cruz, Kev",kev.cruz@ubs.com,Kev Cruz|Bill Mitchell|Bob King,
Zhang Wlth Adv,National Planning Holdings,Megan Taylor,,Megan Taylor|Joe Gomez|Steve Thomas|Jessica Martin|Bob Brown,
Brown Inv Grp,Oppenheimer & Co.,,,,"3446 Spring St, Nashville, TN 37201"
Chen & Morgan Grp,Woodbury Financial Services,,rchen@woodburyfs.com,Ron Chen|David Liu|Helen Baker|Tom Thompson|Jason Williams|Rick Williams,"679 Maple Ln, Austin, TX 78701"
Mitchell Wlth Mgmt,Northgate Investment Partners,Kev Nguyen,,,"6315 Main Court, Baltimore, MD 21201"
Adams Private Wlth Grp,Raymond James Financial Services,"Rivera, George",,George Rivera|Don White|Bob King,"6124 Park Pl, Austin, TX 78701"
Smith Adv Grp,Merrill Lynch Pierce Fenner & Smith,"Patel, Paul",,,
Jones & Associates,Clearwater Capital Group,,,Mike Jones|Megan Diaz|Don Young|Tom Phillips,
Parker Private Wlth Grp,DA Davidson & Co.,,,Betty Wright|Jeff Lee|Lisa Yang|Mark Adams|Tim Allen|Karen Morgan|Helen Young|Amanda Morris,
Harris Asset Mgmt,Meridian Private Wealth,David Diaz,,,
Chen Wlth Adv,Edward Jones,Rachel Jones,,Rachel Jones|Charles Williams|Ashley Diaz|Joe Johnson|Linda Chen|Karen Phillips,
Thompson Portfolio Grp,UBS Financial Services,,,Paul Thompson|Nancy Hall|John Huang|Nancy Nguyen|Ashley Williams|Mark Jackson|Emily Khan|Bill Turner|Dorothy Kim|Paul Morgan|Sandra Edwards|Jacob King,"6394 Maple St, Dallas, TX 75201"
Parker Asset Mgmt Grp,DA Davidson & Co.,,,Betty Hill|John Wang|Jennifer Kim|Matt Scott|Barbara Turner,"8824 River St, New York, NY 10022"
Khan Fin Ptnrs,Clearwater Capital Group,Andy Gomez,,Andy Gomez|Sandra Patel,"9782 Main Pl, Philadelphia, PA 19101"
Nguyen Family Wlth Grp,Wells Fargo Advisors,"Morgan, Brian",,,"4809 Highland Way, Boston, MA 02101"
Thompson Wlth,Summit Peak Advisors,,,Kev Nelson|Paul Torres|Paul Parker|Brian Baker|Jacob Williams,"4194 Highland Rd, Raleigh, NC 27601"
Phillips Ptnrs,Kingsbridge Capital Advisors,Jennifer Evans,,,
Jackson Family Office,Kingsbridge Capital Advisors,,,Jeff Flores|Sarah Jones|Ashley Anderson|Steve Morgan|Linda Wilson,"1059 Maple Rd, Washington, DC 20001"
Anderson Inv Grp,Stifel Nicolaus & Company,Ashley Harris,harrisa@stifel.com,,"912 Cedar St, San Antonio, TX 78201"
Cruz Retirement Solutions Grp,Robert W. Baird & Co.,Lisa Diaz,,,
Private Wlth Grp,Ameriprise Financial Services,Charles Lee,,,"3982 Spring Pkwy, Philadelphia, PA 19101"
Torres Fin Grp,Cetera Financial Group,,,,"4917 Main Blvd, Las Vegas, NV 89101"
Rivera Family Wlth Grp,Edward Jones,,,,"8426 Willow Dr, Minneapolis, MN 55401"
Rivera Portfolio Grp,Stifel Nicolaus & Company,Tom Reyes,,Tom Reyes|Patricia Parker|Ashley King|Paul Thomas|Joe Morris|Sandra Davis,"9082 Madison Court, Kansas City, MO 64101"
Young & Jackson Ptnrs,Clearwater Capital Group,,eyoung@clearwatercap.com,Emily Young|Joe Edwards|Don Adams|Jason Liu|Margaret Torres|David Scott|Helen Rivera,"5485 Willow Dr, San Antonio, TX 78201"
Diaz Fin Grp,Merrill Lynch Pierce Fenner & Smith,Jessica Stewart,,Jessica Stewart|Jessica Harris|Jacob Wang|Rick Johnson,"3874 Madison Dr, San Francisco, CA 94101"
Gomez Institutional Grp,Cetera Financial Group,"Davis, Sarah",,Sarah Davis|Ron Roberts|Susan Thompson,"2363 Hill Rd, Las Vegas, NV 89101"
Moore Portfolio Grp,Cetera Financial Group,,,Sarah Morris|Chris Davis|Chris Lee|Amanda Cruz,"8196 Park Blvd, Memphis, TN 38101"
Morris Wlth Adv,Cetera Financial Group,"Edwards, Dorothy",edwardsd@cetera.com,Dorothy Edwards|John Edwards|Chris Jones|Tom Rivera|Susan Wang,"7798 Cedar Blvd, Kansas City, MO 64101"
Scott Inv Grp,DA Davidson & Co.,Don Phillips,,Don Phillips|Jennifer Yang|Mark Williams,
Gomez Wlth Mgmt,Clearwater Capital Group,Emily Kim,,,"1865 Oak Ave, Kansas City, MO 64101"
Young Fin Ptnrs,Clearwater Capital Group,,,,
King & Associates,Ameriprise Financial Services,Nancy King,nancy.king@ampf.com,,
Young Asset Mgmt,Parkside Wealth Strategies,,,Sandra Young|Jason Jackson|Sandra Campbell|Paul Roberts|Amanda King|Rick Scott|Andy Taylor,"6392 Washington Blvd, San Jose, CA 95101"
Thompson Fin Grp,Wells Fargo Advisors,,,,
Miller Adv Grp,Robert W. Baird & Co.,,,Ed White|Bill Nelson|Steve Roberts,"9146 Market Blvd, Miami, FL 33101"
Smith Cap Ptnrs,Summit Peak Advisors,,,,"522 Park Rd, Austin, TX 78701"
Adams Family Office,Harborview Private Wealth,Joe Adams,,Joe Adams|George Davis|Lisa Khan,"8181 Maple Blvd, San Diego, CA 92101"
Nelson Institutional Grp,Oppenheimer & Co.,,,,"8502 Maple Pl, Baltimore, MD 21201"
Patel Asset Mgmt,Parkside Wealth Strategies,"Davis, Mark",,,"5302 Highland St, Philadelphia, PA 19101"
Reyes Fin Grp,Commonwealth Financial Network,,reyesd@commonwealth.com,Dan Reyes|Jeff Jackson|Jim Green,"4730 Park Ave, Houston, TX 77001"
Martin Private Wlth Grp,Cetera Financial Group,Ron Martin,,Ron Martin|Dan Liu|Ken Chen|Mark Liu|Andy Parker|Linda Hall|Kev Hill,
Mitchell Fin Grp,Woodbury Financial Services,"Miller, Dan",,,"4940 Lake Ave, Chicago, IL 60601"
Nelson Cap Grp,Wells Fargo Advisors,Paul Campbell,campbellp@wellsfargoadv.com,,"1960 Lincoln Blvd, Austin, TX 78701"
Liu Retirement Solutions Grp,Cambridge Investment Research,,,,"6801 Highland Pl, New York, NY 10022"
Thompson Cap Ptnrs,Parkside Wealth Strategies,,,Emily Young|Emily Liu|Jacob Flores|Steve Turner,
Private Wlth Grp,Edward Jones,Patricia Carter,,Patricia Carter|Nancy Garcia|George Smith,"5501 Highland St, Houston, TX 77001"
Wright Private Wlth,Northgate Investment Partners,Susan Jackson,,Susan Jackson|Matt Taylor,
Flores Adv Grp,Hilliard Lyons,Tony Cruz,cruza@hl.com,Tony Cruz|Ryan Campbell|Tim Wright,"9159 Lake St, Kansas City, MO 64101"
& Wright Ptnrs,Wells Fargo Advisors,,,Barbara Hill|Kev Morgan|Ron Harris,"8044 Washington Rd, New York, NY 10022"
Stewart Private Wlth Grp,UBS Financial Services,"Scott, Steve",sscott@ubs.com,Steve Scott|David Jones|Bill Rivera|John Johnson,
Flores Ptnrs,Northgate Investment Partners,Dorothy Gomez,,Dorothy Gomez|Jeff Gomez,"341 Highland Pkwy, Kansas City, MO 64101"
Thomas Wlth Mgmt,Summit Peak Advisors,,gliu@summitpeakadv.com,George Liu|Ken Thompson|Helen Torres,"5214 Spring Ln, Minneapolis, MN 55401"
Family Wlth Grp,Ameriprise Financial Services,Matt Miller,,Matt Miller|Margaret Carter|Paul Baker,"9540 Lincoln Rd, Seattle, WA 98101"
Mitchell & Williams Ptnrs,Janney Montgomery Scott,Ron Mitchell,,Ron Mitchell|Ryan Mitchell|Tim Miller|Ashley White,"4107 Main Way, Charlotte, NC 28201"
Moore & Hall Adv,Stifel Nicolaus & Company,David Moore,,,"7858 Lake St, Denver, CO 80201"
Roberts Retirement Solutions Grp,Oppenheimer & Co.,"Roberts, Ron",,Ron Roberts|Linda Mitchell|Linda King|Brian Harris|Sarah Nelson|Tim Baker,"6760 Main Rd, Boston, MA 02101"
Family Wlth Grp,Cambridge Investment Research,Bill Chen,,Bill Chen|Tom Morris|Jim Taylor|Susan Stewart|Joe Taylor,
Retirement Solutions Grp,Edward Jones,Ashley Huang,,,"739 Madison Way, Portland, OR 97201"
Reyes & Associates,Cetera Financial Group,Andy Reyes,,Andy Reyes|Brian Taylor|Charles Young|Susan Cruz|Tony Khan|Amanda Collins,"4541 Spring Pkwy, Denver, CO 80201"
Phillips Wlth Ptnrs,Hilliard Lyons,"Martin, Joe",,Joe Martin|Dan Moore,
Taylor Private Wlth Grp,Ameriprise Financial Services,"Taylor, Megan",megan.taylor@ampf.com,,
Gomez Family Wlth Grp,Janney Montgomery Scott,Tom Chen,tchen@janney.com,Tom Chen|Bill Gomez|Charles Miller|Paul Anderson|Barbara Allen|Nancy Turner,
Khan Wlth Adv,Wells Fargo Advisors,Megan Garcia,garciam@wellsfargoadv.com,,"9722 Lincoln Pl, Memphis, TN 38101"
Jackson Wlth,Summit Peak Advisors,"Morgan, Charles",,Charles Morgan|Bill Yang|Mike Wilson|Barbara Khan|Helen Carter|Jason Green,"2500 Washington Way, Houston, TX 77001"
Parker Fin Grp,Ameriprise Financial Services,,,,
Private Wlth Grp,Cambridge Investment Research,"Diaz, Chris",,,"3604 Hill Blvd, Phoenix, AZ 85001"
Retirement Solutions Grp,Hilliard Lyons,Susan Allen,,,
Kim Private Wlth Grp,Hilliard Lyons,,,Dan Kim|Rachel Allen,"274 Jefferson Pl, Philadelphia, PA 19101"
Wang & Parker Adv,Oppenheimer & Co.,Rick Wang,rick.wang@opco.com,Rick Wang|Paul Diaz|Patricia Hill|Bob Edwards|Tim Martin|Paul Turner|Mike Roberts,
Huang Grp,Clearwater Capital Group,Dorothy Carter,,Dorothy Carter|Brian Morris|Rick Williams|Karen Johnson|Amanda Yang|Tim Moore|Brian Green|Paul Parker,"7813 Jefferson Way, Las Vegas, NV 89101"
Zhang Private Wlth,Clearwater Capital Group,"Gomez, Patricia",,Patricia Gomez|Betty Flores|George Parker|Mike Jones|Matt Lee|Ryan Rivera|Charles Reyes|Jim Johnson,
Anderson & Lee Grp,Robert W. Baird & Co.,"Anderson, David",,,"829 Park Court, San Diego, CA 92101"
Roberts Fin Ptnrs,Harborview Private Wealth,David Roberts,robertsd@harborviewpw.com,David Roberts|Sarah Gomez|Kev Johnson,"1544 Maple Blvd, Chicago, IL 60601"
Patel Ptnrs,Northgate Investment Partners,Sandra Allen,,,"3663 Willow Way, Memphis, TN 38101"
Anderson Inv Ptnrs,Harborview Private Wealth,Ashley Rivera,arivera@harborviewpw.com,,
Edwards Fin Grp,Janney Montgomery Scott,Amanda Campbell,,Amanda Campbell|Jacob Diaz,"4434 Commerce Pl, Los Angeles, CA 90001"
Williams Wlth Mgmt,Clearwater Capital Group,Charles Edwards,charles.edwards@clearwatercap.com,Charles Edwards|Sandra Scott|Ed Patel|Andy Jackson|Jennifer Edwards|Barbara Carter|Nancy Nelson|Dan Khan,
Patel Inv Ptnrs,Clearwater Capital Group,"Chen, Nancy",,,"1586 Park Rd, Denver, CO 80201"
Wilson Fin Grp,LPL Financial,Patricia Wilson,pwilson@lpl.com,Patricia Wilson|Bob King|Ron Miller,"9714 Willow Pkwy, San Jose, CA 95101"
Diaz Tax & Wlth Grp,Oppenheimer & Co.,Karen Campbell,,Karen Campbell|Dan Morris|John Adams|Rachel Roberts|Steve Huang,"1741 Willow Rd, Phoenix, AZ 85001"
Baker & Associates,Crestwood Family Office,Betty Baker,,Betty Baker|Betty Allen|Bob Kim|Mark Morris|Barbara Miller|Margaret Green|Jacob Thompson,"4238 Willow Pkwy, Kansas City, MO 64101"
Gomez Wlth Mgmt Grp,National Planning Holdings,,,,
Khan Private Wlth,Northgate Investment Partners,Ashley Baker,abaker@northgateinv.com,,"7615 Washington Way, Charlotte, NC 28201"
Jackson Tax & Wlth Grp,DA Davidson & Co.,,,,"7838 Lincoln Way, Baltimore, MD 21201"
Kim Inv Grp,Oppenheimer & Co.,,rick.anderson@opco.com,Rick Anderson|Sandra Phillips|Bill Scott|Linda Parker,"6651 Spring Rd, Raleigh, NC 27601"
Anderson & Associates,Highfield Asset Management,"Anderson, Megan",,Megan Anderson|Amanda Phillips,
Wang Wlth,Northgate Investment Partners,,rick.zhang@northgateinv.com,,
Young Fin Grp,Cetera Financial Group,"Young, Charles",,Charles Young|Dan Taylor|Betty Cruz|Susan Chen|Rick Nelson,"6437 Commerce St, Baltimore, MD 21201"
Scott Fin Ptnrs,Summit Peak Advisors,David Scott,,David Scott|Emily Rivera|Nancy Cruz,"1761 Lincoln St, Memphis, TN 38101"
& Green Grp,Ameriprise Financial Services,,jhall@ampf.com,,
Davis Private Client Grp,Securities America,Andy Collins,,Andy Collins|Charles Smith,
Gomez Wlth Ptnrs,Oppenheimer & Co.,Barbara Anderson,andersonb@opco.com,Barbara Anderson|Linda Nelson|Karen Reyes|Helen Morris,"3337 Jefferson Ln, Denver, CO 80201"
Cruz Private Wlth,Highfield Asset Management,,,Joe Mitchell|Andy Thomas,
Scott Asset Mgmt Grp,LPL Financial,Susan Cruz,susan.cruz@lpl.com,,
Wilson Wlth Adv,Securities America,,wilsonr@secam.com,,"2469 Commerce Ln, Memphis, TN 38101"
Wlth Mgmt Grp,Cambridge Investment Research,,lisa.king@cambridgeinv.com,,"1353 Willow St, San Jose, CA 95101"
Anderson & Associates,DA Davidson & Co.,,,John Anderson|Emily Martin|Ken Evans,
Zhang Portfolio Grp,Cambridge Investment Research,,,,
Morgan Cap,Crestwood Family Office,,mike.jones@crestwoodfo.com,Mike Jones|Ed Young|Paul Smith,"4635 Oak Pkwy, Denver, CO 80201"
Johnson & Wright Adv,Cetera Financial Group,Tony Johnson,,Tony Johnson|Kev King|Rick White|Mark Johnson|Tim King|Mark Jones,"6888 Elm Rd, Baltimore, MD 21201"
