team_name,firm_name,lead_name,email,members,address
Green Asset Management Group,UBS Financial Services,Steven Green,,Steven Green|Charles Nelson|David Johnson|David Reyes|Jeffrey Wang|Daniel Thomas,
Roberts Group,Highfield Asset Management,Thomas Roberts,,Thomas Roberts|Steven Mitchell|Timothy Torres|James Hall|Jeffrey Green|Sandra Morris|Sarah White,
Yang Group,Clearwater Capital Group,,,,
Allen Family Office,Meridian Private Wealth,Kevin Allen,,Kevin Allen|Linda Reyes|Jeffrey Khan|Kevin Jackson,
Hall Capital,Crestwood Family Office,,,Kenneth Hall|Linda Flores,
Taylor Capital Group,Securities America,Christopher Taylor,,,
Collins Private Client Group,DA Davidson & Co.,Margaret Collins,,Margaret Collins|Paul Jones|Amanda Liu,
Zhang Wealth Advisors,Ameriprise Financial Services,Margaret Zhang,,,
Flores Tax & Wealth Group,Morgan Stanley Wealth Management,Robert Flores,,,
Brown Wealth Partners,Edward Jones,,,,
Green Retirement Solutions Group,Oppenheimer & Co.,Kevin Green,,Kevin Green|Daniel Johnson|Betty Parker|Ronald Thompson|Andrew Diaz|David Morgan,"4241 Willow Blvd, Las Vegas, NV 89101"
Parker Family Wealth Group,Wells Fargo Advisors,,,Richard Parker|Charles Nelson|Donald Smith|George Green|Mark Allen|Mark Wright,
Patel Investment Partners,Ridgeway Wealth Management,Rachel Patel,,Rachel Patel|Susan Thompson|Rachel Khan|Margaret Mitchell|John Hill|Betty Martin,
Johnson Private Wealth,Meridian Private Wealth,,jacob.johnson@meridianpw.com,Jacob Johnson|Karen Allen|Matthew Parker,
Garcia Financial Partners,Crestwood Family Office,,,,
Green Partners,Crestwood Family Office,,,,"4027 Elm Ave, Seattle, WA 98101"
Evans Portfolio Group,Securities America,Rachel Evans,,Rachel Evans|Anthony Allen,
Lee Wealth,Parkside Wealth Strategies,Patricia Lee,,,
Morris Family Office,Highfield Asset Management,,,,"2649 Willow Pkwy, Raleigh, NC 27601"
Gomez Institutional Group,Robert W. Baird & Co.,,rick.gomez@rwbaird.com,Richard Gomez|James Turner|Joseph Jones|Anthony Adams,
Wright Wealth Advisors,Oppenheimer & Co.,,mwright@opco.com,,
Campbell Group,Clearwater Capital Group,Ashley Campbell,,Ashley Campbell|Timothy White,
Flores Private Wealth Group,Ameriprise Financial Services,Joseph Flores,,,
Martin Capital Partners,Kingsbridge Capital Advisors,Nancy Martin,,Nancy Martin|Mark Williams|Ashley Liu|Margaret Carter,
Yang Partners,Meridian Private Wealth,,,,
Thomas Financial Partners,Ridgeway Wealth Management,Andrew Thomas,,,"2311 Lincoln Blvd, Philadelphia, PA 19101"
Phillips Institutional Group,UBS Financial Services,,,,"6365 Willow Way, Nashville, TN 37201"
Roberts Retirement Solutions Group,Wells Fargo Advisors,,don.roberts@wellsfargoadv.com,,
Thomas Capital Group,Morgan Stanley Wealth Management,Anthony Thomas,,,
Davis Wealth Management,Crestwood Family Office,,,Ronald Davis|Andrew Rivera|William White|John Smith|Kenneth Wang|Richard Stewart,
Khan Private Client Group,Cetera Financial Group,Megan Khan,,,
Nguyen Financial Group,Hilliard Lyons,William Nguyen,,,
Allen Wealth Advisors,Oppenheimer & Co.,Mark Allen,,Mark Allen|Ryan Thompson,
Flores Investment Partners,Parkside Wealth Strategies,,,,
Wright Capital Group,Stifel Nicolaus & Company,,,,
Rivera Private Wealth Group,National Planning Holdings,,,,
Green Private Client Group,Janney Montgomery Scott,Andrew Green,,,
Lee Wealth Advisors,Edward Jones,,,,"7699 Willow Ln, Chicago, IL 60601"
White Wealth Advisors,Oppenheimer & Co.,Kenneth White,,Kenneth White|Kenneth Rivera,
Collins Capital Partners,Meridian Private Wealth,,,,"3066 Oak Blvd, Charlotte, NC 28201"
Yang Financial Group,DA Davidson & Co.,Charles Yang,,Charles Yang|Margaret Green|Steven Wilson|James Adams|Brian Yang,
Jackson Investment Group,DA Davidson & Co.,Edward Jackson,ed.jackson@dadavidson.com,,
Reyes Wealth Advisors,Cambridge Investment Research,Sandra Reyes,,Sandra Reyes|John Khan|Steven Campbell|Susan Hill|Rachel Cruz|Mark Anderson|Michael Edwards,
Torres Private Client Group,Oppenheimer & Co.,,,,
Zhang Financial Group,Oppenheimer & Co.,,,,
Scott Investment Partners,Harborview Private Wealth,,scottj@harborviewpw.com,,"2701 Maple Pkwy, Indianapolis, IN 46201"
Martin Capital,Summit Peak Advisors,,martins@summitpeakadv.com,,"3064 Park Ln, Seattle, WA 98101"
Anderson Investment Group,UBS Financial Services,,,,
Brown Private Client Group,Cetera Financial Group,,,,
Miller Retirement Solutions Group,Hilliard Lyons,Daniel Miller,,,
Patel Wealth Advisors,Cetera Financial Group,Emily Patel,,,
Adams Financial Group,Morgan Stanley Wealth Management,,,,
Cruz Partners,Highfield Asset Management,Jennifer Cruz,,Jennifer Cruz|Daniel Martin|Paul Nguyen|Emily White|Joseph Huang,
Taylor Wealth Management,Summit Peak Advisors,,,,
Liu Capital Group,UBS Financial Services,Christopher Liu,,Christopher Liu|Mark Wilson|Dorothy Edwards|Christopher Morris|Linda Anderson|Jessica Huang,
Yang Portfolio Group,Merrill Lynch Pierce Fenner & Smith,,,,
Brown Investment Group,National Planning Holdings,,,,"7152 Madison Way, Atlanta, GA 30301"
Gomez Financial Group,Hilliard Lyons,,,,
Allen Retirement Solutions Group,Securities America,,,Sandra Allen|Christopher Williams,
Parker Family Wealth Group,Securities America,,,James Parker|Jacob Jones|Karen Morgan,
Liu Advisors,Clearwater Capital Group,,,Kenneth Liu|Rachel White,
Scott Advisory Group,LPL Financial,Christopher Scott,,,"4151 Washington St, Philadelphia, PA 19101"
Yang & Associates,Summit Peak Advisors,Karen Yang,,,
Young Family Wealth Group,Securities America,,,Helen Young|Andrew Zhang|Donald Hill,
Gomez Family Office,Parkside Wealth Strategies,Christopher Gomez,,,
Adams Private Client Group,National Planning Holdings,,,Michael Adams|Megan Evans|Thomas Brown|Joseph Moore|Donald Hall|Betty Thomas,
Nelson Wealth Partners,Merrill Lynch Pierce Fenner & Smith,Patricia Nelson,,,
Huang Wealth Partners,Woodbury Financial Services,,,,
Adams Private Wealth Group,LPL Financial,Betty Adams,betty.adams@lpl.com,Betty Adams|Thomas Green|Paul Baker|Sarah Moore|George Zhang,"3853 Commerce Pl, Chicago, IL 60601"
Wang Asset Management Group,Cambridge Investment Research,,wangk@cambridgeinv.com,,
Stewart Tax & Wealth Group,LPL Financial,,stewartg@lpl.com,George Stewart|Michael Thomas|Christopher Collins|Richard Jones,"8833 Hill Pl, Portland, OR 97201"
White Retirement Solutions Group,Hilliard Lyons,,,,"5537 Main Pl, Austin, TX 78701"
Miller Wealth Partners,National Planning Holdings,,,,"3995 Oak Court, Baltimore, MD 21201"
Stewart Wealth Partners,Hilliard Lyons,,,,"2251 Maple Court, Houston, TX 77001"
Allen Financial Partners,Parkside Wealth Strategies,,,,
Miller Capital Group,Cetera Financial Group,Lisa Miller,millerl@cetera.com,,"1036 Spring Way, Phoenix, AZ 85001"
Mitchell Investment Group,Edward Jones,,,,
Wilson Institutional Group,DA Davidson & Co.,Patricia Wilson,patricia.wilson@dadavidson.com,,
Patel Portfolio Group,Hilliard Lyons,,,David Patel|James Morris|Richard Mitchell|Daniel Scott,
Kim & Associates,Crestwood Family Office,George Kim,,,
Patel Capital,Meridian Private Wealth,,,,
Adams Wealth Management Group,LPL Financial,Ronald Adams,,,
Chen Wealth Partners,Merrill Lynch Pierce Fenner & Smith,Patricia Chen,,,
Chen Financial Group,LPL Financial,,,,
Davis Tax & Wealth Group,Robert W. Baird & Co.,Betty Davis,davisb@rwbaird.com,,
Scott Wealth Management Group,Cambridge Investment Research,Timothy Scott,,,"341 Spring Dr, Washington, DC 20001"
Parker Capital,Clearwater Capital Group,,parkers@clearwatercap.com,,
Martin Investment Partners,Parkside Wealth Strategies,,martina@parksidewealth.com,Amanda Martin|Richard Nguyen|Lisa Thompson|Andrew Davis|Jeffrey Thomas|Dorothy Anderson|Dorothy Baker,
Campbell Private Wealth,Ridgeway Wealth Management,,,Nancy Campbell|Steven Phillips|Andrew Anderson,
Lee Wealth Partners,Woodbury Financial Services,,,,"7121 Maple Way, Minneapolis, MN 55401"
Evans Wealth Management,Clearwater Capital Group,,,Linda Evans|Christopher Young,
Adams Wealth Partners,Securities America,,,,
Patel Advisors,Northgate Investment Partners,Jennifer Patel,,,
Wilson Asset Management Group,DA Davidson & Co.,Ryan Wilson,,,
Jones & Associates,Harborview Private Wealth,,,,
Hill Family Wealth Group,LPL Financial,David Hill,,,"4663 Spring Pkwy, San Antonio, TX 78201"
Mitchell Private Wealth Group,Stifel Nicolaus & Company,Patricia Mitchell,patricia.mitchell@stifel.com,Patricia Mitchell|Kevin Flores|Jeffrey Miller|Andrew White|Dorothy Rivera|Susan Martin|Paul Jackson,
Hill Family Wealth Group,Ameriprise Financial Services,,,,
Morris Advisors,Ridgeway Wealth Management,,,,"6721 Maple Pl, Nashville, TN 37201"
Taylor Portfolio Group,Commonwealth Financial Network,,,,
White Family Wealth Group,Oppenheimer & Co.,Robert White,,Robert White|Anthony Johnson|Betty Baker,
Parker Advisors,Kingsbridge Capital Advisors,,,,"464 Lincoln Way, Miami, FL 33101"
Stewart Investment Group,Raymond James Financial Services,,,Daniel Stewart|Amanda Johnson,
Adams Asset Management,Northgate Investment Partners,,badams@northgateinv.com,Barbara Adams|Edward Phillips|Robert Nguyen|Patricia Morris,"8407 Spring Dr, Indianapolis, IN 46201"
Flores Advisory Group,Edward Jones,,,Emily Flores|Ryan Baker|Betty Johnson|Jeffrey Zhang|Sarah Khan|Kevin King,
Zhang & Associates,Meridian Private Wealth,John Zhang,,John Zhang|Dorothy Brown|Steven Diaz|Helen Green|Ryan Edwards|Ryan Jones|Jessica Huang,
Reyes Financial Group,DA Davidson & Co.,,,Edward Reyes|Ryan Jones,
Taylor Portfolio Group,DA Davidson & Co.,Ryan Taylor,,Ryan Taylor|Amanda Garcia|Edward Roberts|Jessica Kim|Christopher Hall|Joseph Carter,"342 Park Pkwy, Seattle, WA 98101"
Edwards Capital Group,Raymond James Financial Services,Margaret Edwards,,Margaret Edwards|James Mitchell|Sandra Lee|Kenneth Evans|Steven Taylor|Betty Gomez|Andrew Taylor,"3443 Lake Way, Raleigh, NC 27601"
Collins Family Wealth Group,Morgan Stanley Wealth Management,,,Anthony Collins|Sarah Allen|Edward Turner,
Johnson Private Wealth Group,Woodbury Financial Services,Ronald Johnson,,,
Torres Wealth Partners,Edward Jones,James Torres,,,
Cruz Group,Meridian Private Wealth,Ronald Cruz,,,
Campbell Portfolio Group,Oppenheimer & Co.,Brian Campbell,,Brian Campbell|Jason Parker|Charles Yang|Brian Rivera|David Wright|James Thomas,
Williams Private Wealth Group,Ameriprise Financial Services,,,Jacob Williams|Ashley Liu,
Johnson Wealth Advisors,UBS Financial Services,,ajohnson@ubs.com,,
Young Investment Partners,Meridian Private Wealth,,,Jacob Young|Barbara Parker|Rachel Wright|Emily Anderson|Brian Diaz|Dorothy Turner,
Jones Asset Management Group,Robert W. Baird & Co.,David Jones,jonesd@rwbaird.com,,
Wilson Retirement Solutions Group,UBS Financial Services,Susan Wilson,,,
Thompson Investment Partners,Highfield Asset Management,,,,"3677 Lincoln Blvd, San Jose, CA 95101"
Stewart Family Wealth Group,LPL Financial,James Stewart,,James Stewart|Anthony Flores|Megan Johnson|Rachel Garcia,
White Capital Partners,Parkside Wealth Strategies,,,Charles White|Emily Adams|Betty Lee|Timothy Brown,"6067 Main Blvd, San Antonio, TX 78201"
Nguyen Institutional Group,Stifel Nicolaus & Company,Amanda Nguyen,,,
Scott Advisory Group,UBS Financial Services,,scottl@ubs.com,,
Chen Asset Management,Harborview Private Wealth,,,Paul Chen|Ashley Hall|Donald Campbell|Karen Thompson|Timothy Hill|Margaret Moore,"9058 Cedar Pl, Houston, TX 77001"
White Asset Management Group,Edward Jones,,,,
Wang & Associates,Clearwater Capital Group,,linda.wang@clearwatercap.com,,"2953 Oak Rd, Houston, TX 77001"
Nelson Tax & Wealth Group,DA Davidson & Co.,William Nelson,,,
Gomez Group,Clearwater Capital Group,,,Charles Gomez|Jeffrey Baker|Betty Carter|Barbara Nelson|Timothy Hall|Ashley Evans,
Wang Private Client Group,LPL Financial,Karen Wang,,,
Phillips Wealth Advisors,Oppenheimer & Co.,,,,
Edwards Capital Partners,Kingsbridge Capital Advisors,George Edwards,,,
Khan Portfolio Group,Edward Jones,Susan Khan,,Susan Khan|Rachel Evans,
Diaz Capital Group,Securities America,,,,
Moore Partners,Harborview Private Wealth,,,,"8596 Lake Pl, Phoenix, AZ 85001"
Green Portfolio Group,Commonwealth Financial Network,Sandra Green,,Sandra Green|Thomas Wang|Emily Lee|Jacob Mitchell|Robert Diaz,
Hill Asset Management,Meridian Private Wealth,,,Karen Hill|Donald Turner|James Adams|Amanda Flores,
Kim Wealth Advisors,Cetera Financial Group,,rick.kim@cetera.com,,
King Advisors,Harborview Private Wealth,,,,"1288 Park Way, Baltimore, MD 21201"
Diaz Investment Group,Commonwealth Financial Network,,,,"1300 Willow St, Seattle, WA 98101"
Anderson Partners,Northgate Investment Partners,,,George Anderson|Megan Reyes|William Gomez|Matthew Campbell|Patricia Thomas|Anthony Nelson,
Allen Family Wealth Group,UBS Financial Services,Matthew Allen,,,
Stewart Wealth Advisors,Morgan Stanley Wealth Management,Ashley Stewart,,,
Flores Private Wealth,Clearwater Capital Group,,,Patricia Flores|Helen Zhang|Jacob Scott|David Baker|Ronald Harris|George Taylor|Jessica Gomez,
Thompson Capital Group,Hilliard Lyons,David Thompson,,,
Smith Capital Group,Hilliard Lyons,Barbara Smith,,Barbara Smith|Steven Thompson|Timothy Khan|Amanda Hill|George Torres,
Parker Private Wealth Group,Stifel Nicolaus & Company,Megan Parker,,,
Yang Wealth Partners,Janney Montgomery Scott,Sarah Yang,,,
Garcia Private Client Group,Raymond James Financial Services,,,,
Torres Tax & Wealth Group,Stifel Nicolaus & Company,Barbara Torres,,,
Garcia Family Office,Harborview Private Wealth,,,Jennifer Garcia|Jason Harris|Jennifer Reyes,
Thomas Wealth Management Group,Cetera Financial Group,Thomas Thomas,tom.thomas@cetera.com,Thomas Thomas|Barbara Wang,
Morris Private Client Group,Cambridge Investment Research,Michael Morris,,,
Garcia Asset Management,Harborview Private Wealth,,,,
Taylor Private Client Group,UBS Financial Services,,,Jennifer Taylor|Betty Williams|Andrew Nelson|Edward Cruz|Christopher Moore|John King|Mark Phillips,
Cruz Partners,Highfield Asset Management,Patricia Cruz,,Patricia Cruz|Patricia Reyes|Ronald Patel|Michael Huang,
Yang Institutional Group,Securities America,Edward Yang,,,"2354 Park Ave, St. Louis, MO 63101"
Lee Wealth Management,Crestwood Family Office,,,William Lee|Nancy Flores|Thomas Huang|Margaret Anderson|Donald King,
Roberts Family Office,Harborview Private Wealth,Ryan Roberts,,Ryan Roberts|William Stewart|Jessica Allen|John Wilson|Karen Hall,
Wang Capital Partners,Clearwater Capital Group,Helen Wang,,,
Chen Wealth Management Group,Stifel Nicolaus & Company,,,Sandra Chen|Brian Turner,
Chen Wealth Management Group,Cetera Financial Group,,chenp@cetera.com,,
Wilson Wealth Management Group,Raymond James Financial Services,Karen Wilson,,Karen Wilson|Ryan Torres|Emily Nelson|Ronald Phillips|Karen White,"4397 Washington Dr, San Jose, CA 95101"
Roberts & Associates,Meridian Private Wealth,,,,"3158 Oak St, Charlotte, NC 28201"
Khan Wealth Partners,Oppenheimer & Co.,Steven Khan,,,
Carter Private Wealth Group,Morgan Stanley Wealth Management,Kevin Carter,kcarter@morganstanley.com,,"9078 Lincoln Pl, Las Vegas, NV 89101"
Torres Capital,Summit Peak Advisors,,,Edward Torres|Nancy Smith|Donald Khan|Margaret Miller|Margaret Chen,
Mitchell Asset Management Group,Raymond James Financial Services,Kenneth Mitchell,kmitchell@raymondjames.com,,
Johnson Private Wealth Group,Cambridge Investment Research,Karen Johnson,,,
Brown Capital Group,Ameriprise Financial Services,,,,"2212 Hill Rd, Phoenix, AZ 85001"
Brown Family Wealth Group,National Planning Holdings,,steve.brown@nph.com,,
Davis Wealth Management,Crestwood Family Office,,,Dorothy Davis|Jeffrey Kim|Kenneth Zhang|Timothy Hill|Rachel Jackson,
Nguyen Tax & Wealth Group,Cetera Financial Group,Jennifer Nguyen,nguyenj@cetera.com,,
Morgan Investment Group,Ameriprise Financial Services,Michael Morgan,,,"4079 Commerce Way, Kansas City, MO 64101"
Khan Institutional Group,Stifel Nicolaus & Company,,,James Khan|Sandra Hall|Donald Jackson|Matthew Zhang,"1742 Washington Blvd, Washington, DC 20001"
Edwards Group,Clearwater Capital Group,,,Charles Edwards|Anthony Roberts|Betty Young,
Anderson Retirement Solutions Group,Robert W. Baird & Co.,Robert Anderson,,Robert Anderson|Betty Kim|Dorothy Nguyen,"9286 Elm Pl, St. Louis, MO 63101"
Diaz Investment Group,Woodbury Financial Services,,,,
Cruz Investment Group,Raymond James Financial Services,Donald Cruz,,,
White Private Client Group,Woodbury Financial Services,Matthew White,,,
Smith Private Client Group,Raymond James Financial Services,,,Megan Smith|Ronald Wright|Thomas Yang|Nancy Brown,
King Family Office,Parkside Wealth Strategies,,,Ashley King|Joseph Johnson|James Collins,
Patel Investment Partners,Clearwater Capital Group,Betty Patel,,Betty Patel|Kevin Reyes|Jacob Moore|Thomas Hall|Ashley Nelson,
Jackson Private Wealth Group,Ameriprise Financial Services,Anthony Jackson,jacksona@ampf.com,Anthony Jackson|Kenneth Reyes|Patricia Johnson|Ashley Smith|Anthony Carter,"6885 Market St, Portland, OR 97201"
Harris Asset Management Group,Hilliard Lyons,Michael Harris,,,"666 Spring Blvd, San Jose, CA 95101"
Baker Private Client Group,UBS Financial Services,,,,
Torres Asset Management,Summit Peak Advisors,Ryan Torres,,,
Parker Capital Group,Edward Jones,,,,
Jackson Wealth,Kingsbridge Capital Advisors,,jacksonr@kingsbridgecap.com,,"8664 Park Pkwy, St. Louis, MO 63101"
Phillips Tax & Wealth Group,Merrill Lynch Pierce Fenner & Smith,,,,
Moore Family Office,Ridgeway Wealth Management,,,,
Taylor Family Wealth Group,Raymond James Financial Services,Richard Taylor,,,
Kim Capital Group,Janney Montgomery Scott,Helen Kim,,,
Wilson Advisors,Harborview Private Wealth,,,,"9792 River Way, Denver, CO 80201"
Moore Tax & Wealth Group,Cambridge Investment Research,Susan Moore,smoore@cambridgeinv.com,,"2209 Jefferson Court, Philadelphia, PA 19101"
Reyes Advisors,Harborview Private Wealth,,,William Reyes|Emily Phillips|Jessica Huang|Paul Hill|John Morris|Edward King|Barbara Green,
Evans Investment Partners,Ridgeway Wealth Management,Ashley Evans,,,
Brown Wealth Management,Clearwater Capital Group,,,,
Yang Capital Group,Oppenheimer & Co.,Lisa Yang,,,
Scott Capital Partners,Northgate Investment Partners,,,Ryan Scott|James Smith|Michael Nguyen|Susan Adams,
Patel Private Client Group,Oppenheimer & Co.,,,Susan Patel|Lisa Jones|Michael Zhang|Paul Edwards,
Scott Wealth Partners,Cetera Financial Group,,,,
Smith Investment Group,Commonwealth Financial Network,Andrew Smith,,,"3404 Market Ln, Philadelphia, PA 19101"
